,item,sentence,condition,e1,e2,context,target,semantic_association,implementation,model
95,24,Stormy weather had been packing for the trip.,No-Attraction Violation,0,1,Stormy weather had been,packing,0.3530497,WE,enwiki_20180420_100d
96,25,Several spelling errors were noticing the careful editor.,Attraction Violation,1,1,Several spelling errors were,noticing,0.5014711,WE,enwiki_20180420_100d
97,25,Several spelling errors were noticed by the careful editor.,Passive Control,1,1,Several spelling errors were,noticed,0.5201205,WE,enwiki_20180420_100d
98,25,Brittany's close friends were noticing changes in her personality.,Active Control,1,0,Brittany's close friends were,noticing,0.51518565,WE,enwiki_20180420_100d
99,25,The final destination had been noticing too late.,No-Attraction Violation,0,1,The final destination had been,noticing,0.48848912,WE,enwiki_20180420_100d
100,26,An illegal weapon had been smuggling only once.,Attraction Violation,1,1,An illegal weapon had been,smuggling,0.62017715,WE,enwiki_20180420_100d
101,26,An illegal weapon had been smuggled only once.,Passive Control,1,1,An illegal weapon had been,smuggled,0.52174056,WE,enwiki_20180420_100d
102,26,The drug dealer had been smuggling heroin into Canada.,Active Control,1,0,The drug dealer had been,smuggling,0.65045106,WE,enwiki_20180420_100d
103,26,Cleopatra's beauty was smuggling only once.,No-Attraction Violation,0,1,Cleopatra's beauty was,smuggling,0.33504623,WE,enwiki_20180420_100d
104,27,The leftover food was discarding wastefully.,Attraction Violation,1,1,The leftover food was,discarding,0.49902275,WE,enwiki_20180420_100d
105,27,The leftover food was discarded wastefully.,Passive Control,1,1,The leftover food was,discarded,0.6538775,WE,enwiki_20180420_100d
106,27,The campers were discarding the leftover food.,Active Control,1,0,The campers were,discarding,0.414083,WE,enwiki_20180420_100d
107,27,The sleek new building was discarding wastefully.,No-Attraction Violation,0,1,The sleek new building was,discarding,0.46700147,WE,enwiki_20180420_100d
108,28,Thirty pounds of potatoes had been peeling by the cooks.,Attraction Violation,1,1,Thirty pounds of potatoes had been,peeling,0.46550122,WE,enwiki_20180420_100d
109,28,Thirty pounds of potatoes had been peeled carefully.,Passive Control,1,1,Thirty pounds of potatoes had been,peeled,0.5330687,WE,enwiki_20180420_100d
110,28,The bored looking cooks had been peeling potatoes for hours.,Active Control,1,0,The bored looking cooks had been,peeling,0.5065983,WE,enwiki_20180420_100d
111,28,The club's rules had been peeling the sticker off the box.,No-Attraction Violation,0,1,The club's rules had been,peeling,0.23774388,WE,enwiki_20180420_100d
112,29,The grimy pots and pans had been scrubbing the dishwashers.,Attraction Violation,1,1,The grimy pots and pans had been,scrubbing,0.61225915,WE,enwiki_20180420_100d
113,29,The grimy pots and pans had been scrubbed by the dishwashers.,Passive Control,1,1,The grimy pots and pans had been,scrubbed,0.5419126,WE,enwiki_20180420_100d
114,29,The guys in the kitchen had been scrubbing the pots and pans.,Active Control,1,0,The guys in the kitchen had been,scrubbing,0.47494417,WE,enwiki_20180420_100d
115,29,The stolen artwork had been scrubbing with vigor.,No-Attraction Violation,0,1,The stolen artwork had been,scrubbing,0.38903886,WE,enwiki_20180420_100d
116,30,The roast lamb had been carving by a servant.,Attraction Violation,1,1,The roast lamb had been,carving,0.50118524,WE,enwiki_20180420_100d
117,30,The roast lamb had been carved by a servant.,Passive Control,1,1,The roast lamb had been,carved,0.46566525,WE,enwiki_20180420_100d
118,30,The butcher had been carving the meat.,Active Control,1,0,The butcher had been,carving,0.41367722,WE,enwiki_20180420_100d
119,30,Janet's houseplants were carving before dinner.,No-Attraction Violation,0,1,Janet's houseplants were,carving,0.39571768,WE,enwiki_20180420_100d
120,31,Cleopatra's beauty was admiring many people.,Attraction Violation,1,1,Cleopatra's beauty was,admiring,0.5772797,WE,enwiki_20180420_100d
121,31,Cleopatra's beauty was admired always.,Passive Control,1,1,Cleopatra's beauty was,admired,0.47199777,WE,enwiki_20180420_100d
122,31,The men were admiring the beautiful woman from a distance.,Active Control,1,0,The men were,admiring,0.45632356,WE,enwiki_20180420_100d
123,31,An illegal weapon had been admiring always.,No-Attraction Violation,0,1,An illegal weapon had been,admiring,0.4482263,WE,enwiki_20180420_100d
124,32,A wet snowball had been tossing by the girls through the window.,Attraction Violation,1,1,A wet snowball had been,tossing,0.5117962,WE,enwiki_20180420_100d
125,32,A wet snowball had been tossed in anger.,Passive Control,1,1,A wet snowball had been,tossed,0.51846427,WE,enwiki_20180420_100d
126,32,The baseball players had been tossing the ball around the infield.,Active Control,1,0,The baseball players had been,tossing,0.4390068,WE,enwiki_20180420_100d
127,32,Their secret conversation had been tossing a steak on the grill.,No-Attraction Violation,0,1,Their secret conversation had been,tossing,0.44592997,WE,enwiki_20180420_100d
128,33,The sealed envelope was opening the judge.,Attraction Violation,1,1,The sealed envelope was,opening,0.5697451,WE,enwiki_20180420_100d
129,33,The sealed envelope was opened without permission.,Passive Control,1,1,The sealed envelope was,opened,0.43804365,WE,enwiki_20180420_100d
130,33,Tuxedoed waiters were opening bottles of champagne for the toast.,Active Control,1,0,Tuxedoed waiters were,opening,0.40666902,WE,enwiki_20180420_100d
131,33,The men's faces had been opening without permission.,No-Attraction Violation,0,1,The men's faces had been,opening,0.4488705,WE,enwiki_20180420_100d
132,34,The man's beard had been shaving twice a day.,Attraction Violation,1,1,The man's beard had been,shaving,0.4294651,WE,enwiki_20180420_100d
133,34,The man's beard had been shaved twice a day.,Passive Control,1,1,The man's beard had been,shaved,0.48023468,WE,enwiki_20180420_100d
134,34,His uncle Ralph had been shaving his beard off.,Active Control,1,0,His uncle Ralph had been,shaving,0.38900307,WE,enwiki_20180420_100d
135,34,The popular amusement park is shaving twice a day.,No-Attraction Violation,0,1,The popular amusement park is,shaving,0.35979486,WE,enwiki_20180420_100d
136,35,The elevator button had been pressing slowly.,Attraction Violation,1,1,The elevator button had been,pressing,0.6036705,WE,enwiki_20180420_100d
137,35,The elevator button had been pressed by the attendant.,Passive Control,1,1,The elevator button had been,pressed,0.63765866,WE,enwiki_20180420_100d
138,35,The attendant had been pressing the buttons.,Active Control,1,0,The attendant had been,pressing,0.39034703,WE,enwiki_20180420_100d
139,35,The wheat crops had been pressing slowly.,No-Attraction Violation,0,1,The wheat crops had been,pressing,0.4535997,WE,enwiki_20180420_100d
140,36,The winning lottery numbers had been announcing the TV news.,Attraction Violation,1,1,The winning lottery numbers had been,announcing,0.5190159,WE,enwiki_20180420_100d
141,36,The winning lottery numbers had been announced by the TV news.,Passive Control,1,1,The winning lottery numbers had been,announced,0.447625,WE,enwiki_20180420_100d
142,36,The flight attendant had been announcing the reason for the delay.,Active Control,1,0,The flight attendant had been,announcing,0.4977164,WE,enwiki_20180420_100d
143,36,The tarnished silverware was announcing on the television.,No-Attraction Violation,0,1,The tarnished silverware was,announcing,0.5369873,WE,enwiki_20180420_100d
144,37,The victim's body had been identifying at the morgue.,Attraction Violation,1,1,The victim's body had been,identifying,0.58507407,WE,enwiki_20180420_100d
145,37,The victim's body had been identified by the family members.,Passive Control,1,1,The victim's body had been,identified,0.59502375,WE,enwiki_20180420_100d
146,37,The laboratory technicians had been identifying the chemical.,Active Control,1,0,The laboratory technicians had been,identifying,0.5557331,WE,enwiki_20180420_100d
147,37,The movie was identifying rare fish for the divers.,No-Attraction Violation,0,1,The movie was,identifying,0.3953997,WE,enwiki_20180420_100d
148,38,The hearty meal was devouring by the kids.,Attraction Violation,1,1,The hearty meal was,devouring,0.46850586,WE,enwiki_20180420_100d
149,38,The hearty meal was devoured with gusto.,Passive Control,1,1,The hearty meal was,devoured,0.45144752,WE,enwiki_20180420_100d
150,38,The hungry boys were devouring the plate of cookies when Jack arrived.,Active Control,1,0,The hungry boys were,devouring,0.48679438,WE,enwiki_20180420_100d
151,38,The dusty tabletops were devouring with gusto.,No-Attraction Violation,0,1,The dusty tabletops were,devouring,0.47451088,WE,enwiki_20180420_100d
152,39,The overgrown shrubs were trimming regularly.,Attraction Violation,1,1,The overgrown shrubs were,trimming,0.5396324,WE,enwiki_20180420_100d
153,39,The overgrown shrubs were trimmed by a gardener.,Passive Control,1,1,The overgrown shrubs were,trimmed,0.5518767,WE,enwiki_20180420_100d
154,39,A gardener was trimming the overgrown shrubbery.,Active Control,1,0,A gardener was,trimming,0.41547412,WE,enwiki_20180420_100d
155,39,The alarm clock had been trimming regularly.,No-Attraction Violation,0,1,The alarm clock had been,trimming,0.4858764,WE,enwiki_20180420_100d
156,40,Wilson's unreasonable proposal was rejecting by the boss.,Attraction Violation,1,1,Wilson's unreasonable proposal was,rejecting,0.6526615,WE,enwiki_20180420_100d
157,40,Wilson's unreasonable proposal was rejected at the hospital.,Passive Control,1,1,Wilson's unreasonable proposal was,rejected,0.6574444,WE,enwiki_20180420_100d
158,40,The admissions committee was rejecting nearly every application.,Active Control,1,0,The admissions committee was,rejecting,0.51432884,WE,enwiki_20180420_100d
159,40,The rare bird's behavior was rejecting all offers.,No-Attraction Violation,0,1,The rare bird's behavior was,rejecting,0.49243742,WE,enwiki_20180420_100d
160,41,Hathaway's gigantic fortune had been inheriting by his daughters.,Attraction Violation,1,1,Hathaway's gigantic fortune had been,inheriting,0.44228587,WE,enwiki_20180420_100d
161,41,Hathaway's gigantic fortune had been inherited by his daughters.,Passive Control,1,1,Hathaway's gigantic fortune had been,inherited,0.4376577,WE,enwiki_20180420_100d
162,41,Generations of aristocratic Englishmen have been inheriting their fortunes.,Active Control,1,0,Generations of aristocratic Englishmen have been,inheriting,0.55709434,WE,enwiki_20180420_100d
163,41,The strange mystery had been inheriting the estate from her grandmother.,No-Attraction Violation,0,1,The strange mystery had been,inheriting,0.41743347,WE,enwiki_20180420_100d
164,42,All of her money had been spending before the wedding.,Attraction Violation,1,1,All of her money had been,spending,0.5783938,WE,enwiki_20180420_100d
165,42,All of her money had been spent before the wedding.,Passive Control,1,1,All of her money had been,spent,0.53897387,WE,enwiki_20180420_100d
166,42,The shopping fanatic had been spending all her money in Bloomingdales.,Active Control,1,0,The shopping fanatic had been,spending,0.4659013,WE,enwiki_20180420_100d
167,42,Patty's overgrown lawn was spending its time on the beach.,No-Attraction Violation,0,1,Patty's overgrown lawn was,spending,0.3296175,WE,enwiki_20180420_100d
168,43,An appointment was scheduling by the secretary.,Attraction Violation,1,1,An appointment was,scheduling,0.41353843,WE,enwiki_20180420_100d
169,43,An appointment was scheduled by the secretary.,Passive Control,1,1,An appointment was,scheduled,0.47070432,WE,enwiki_20180420_100d
170,43,The secretary was scheduling new appointments for the afternoon.,Active Control,1,0,The secretary was,scheduling,0.32358894,WE,enwiki_20180420_100d
171,43,The legal contract had been scheduling for next week.,No-Attraction Violation,0,1,The legal contract had been,scheduling,0.45330343,WE,enwiki_20180420_100d
172,44,The men's faces had been photographing by a security camera.,Attraction Violation,1,1,The men's faces had been,photographing,0.39110762,WE,enwiki_20180420_100d
173,44,The men's faces had been photographed by a security camera.,Passive Control,1,1,The men's faces had been,photographed,0.41351545,WE,enwiki_20180420_100d
174,44,The intrusive reporter had been photographing the celebrities at the party.,Active Control,1,0,The intrusive reporter had been,photographing,0.5379435,WE,enwiki_20180420_100d
175,44,The sealed envelope was photographing at the party.,No-Attraction Violation,0,1,The sealed envelope was,photographing,0.39131147,WE,enwiki_20180420_100d
176,45,The broken television had been repairing the technician.,Attraction Violation,1,1,The broken television had been,repairing,0.470386,WE,enwiki_20180420_100d
177,45,The broken television had been repaired by the technician.,Passive Control,1,1,The broken television had been,repaired,0.5665484,WE,enwiki_20180420_100d
178,45,The competent technician had been repairing the television.,Active Control,1,0,The competent technician had been,repairing,0.4700887,WE,enwiki_20180420_100d
179,45,Larry's note had been repairing the computer's hard drive.,No-Attraction Violation,0,1,Larry's note had been,repairing,0.33903998,WE,enwiki_20180420_100d
180,46,The alarm clock had been unplugging accidentally.,Attraction Violation,1,1,The alarm clock had been,unplugging,0.54119056,WE,enwiki_20180420_100d
181,46,The alarm clock had been unplugged late.,Passive Control,1,1,The alarm clock had been,unplugged,0.36769044,WE,enwiki_20180420_100d
182,46,The frantic woman had been unplugging every electrical device in the house.,Active Control,1,0,The frantic woman had been,unplugging,0.44043744,WE,enwiki_20180420_100d
183,46,The overgrown shrubs were unplugging accidentally.,No-Attraction Violation,0,1,The overgrown shrubs were,unplugging,0.3716537,WE,enwiki_20180420_100d
184,47,The car door had been unlocking late at night.,Attraction Violation,1,1,The car door had been,unlocking,0.43083227,WE,enwiki_20180420_100d
185,47,The car door had been unlocked by the child.,Passive Control,1,1,The car door had been,unlocked,0.50171185,WE,enwiki_20180420_100d
186,47,The babysitter had been unlocking the back door.,Active Control,1,0,The babysitter had been,unlocking,0.3421003,WE,enwiki_20180420_100d
187,47,The Queen's 80th birthday was unlocking late at night.,No-Attraction Violation,0,1,The Queen's 80th birthday was,unlocking,0.22614174,WE,enwiki_20180420_100d
188,48,The portrait of Napoleon had been painting by a Dutch artist.,Attraction Violation,1,1,The portrait of Napoleon had been,painting,0.58882636,WE,enwiki_20180420_100d
189,48,The portrait of Napoleon had been painted by a Dutch artist.,Passive Control,1,1,The portrait of Napoleon had been,painted,0.56199104,WE,enwiki_20180420_100d
190,48,The French Impressionist artists had been painting with a focus on light and color.,Active Control,1,0,The French Impressionist artists had been,painting,0.6206468,WE,enwiki_20180420_100d
191,48,A new medication had been painting on Tuesday.,No-Attraction Violation,0,1,A new medication had been,painting,0.3516539,WE,enwiki_20180420_100d
192,49,The embarrassing allegations had been denying by the mayor.,Attraction Violation,1,1,The embarrassing allegations had been,denying,0.68224186,WE,enwiki_20180420_100d
193,49,The embarrassing allegations had been denied by the mayor.,Passive Control,1,1,The embarrassing allegations had been,denied,0.70430267,WE,enwiki_20180420_100d
194,49,The embarassed mayor had been denying allegations of corruption.,Active Control,1,0,The embarassed mayor had been,denying,0.5447524,WE,enwiki_20180420_100d
195,49,Tamara's birthday gift had been denying the rumor.,No-Attraction Violation,0,1,Tamara's birthday gift had been,denying,0.5148201,WE,enwiki_20180420_100d
196,50,The noises in the attic had been hearing nightly.,Attraction Violation,1,1,The noises in the attic had been,hearing,0.52090174,WE,enwiki_20180420_100d
197,50,The noises in the attic had been heard by the boys.,Passive Control,1,1,The noises in the attic had been,heard,0.5836082,WE,enwiki_20180420_100d
198,50,The frightened campers had been hearing noises in the woods.,Active Control,1,0,The frightened campers had been,hearing,0.51456314,WE,enwiki_20180420_100d
199,50,A package had been hearing nightly.,No-Attraction Violation,0,1,A package had been,hearing,0.40080196,WE,enwiki_20180420_100d
200,51,The appetizers had been serving before the meal.,Attraction Violation,1,1,The appetizers had been,serving,0.51565695,WE,enwiki_20180420_100d
201,51,The appetizers had been served before the meal.,Passive Control,1,1,The appetizers had been,served,0.48567143,WE,enwiki_20180420_100d
202,51,The waiters had been serving the meal.,Active Control,1,0,The waiters had been,serving,0.48709244,WE,enwiki_20180420_100d
203,51,The final exams had been serving before the meal.,No-Attraction Violation,0,1,The final exams had been,serving,0.40789276,WE,enwiki_20180420_100d
204,52,Billy's unruly hair was combing his mother to one side.,Attraction Violation,1,1,Billy's unruly hair was,combing,0.6273575,WE,enwiki_20180420_100d
205,52,Billy's unruly hair was combed by his mother to one side.,Passive Control,1,1,Billy's unruly hair was,combed,0.64105237,WE,enwiki_20180420_100d
206,52,The patient barber was combing the boy's hair to one side.,Active Control,1,0,The patient barber was,combing,0.422705,WE,enwiki_20180420_100d
207,52,The girl's disease was combing the area for escaped prisoners.,No-Attraction Violation,0,1,The girl's disease was,combing,0.42563102,WE,enwiki_20180420_100d
208,53,A drawing of the house had been sketching again.,Attraction Violation,1,1,A drawing of the house had been,sketching,0.5244189,WE,enwiki_20180420_100d
209,53,A drawing of the house had been sketched again.,Passive Control,1,1,A drawing of the house had been,sketched,0.5890374,WE,enwiki_20180420_100d
210,53,An artist in the studio had been sketching the house.,Active Control,1,0,An artist in the studio had been,sketching,0.4827201,WE,enwiki_20180420_100d
211,53,The cheap products had been sketching again.,No-Attraction Violation,0,1,The cheap products had been,sketching,0.4010126,WE,enwiki_20180420_100d
212,54,The simple coffin was burying the villagers.,Attraction Violation,1,1,The simple coffin was,burying,0.57429457,WE,enwiki_20180420_100d
213,54,The simple coffin was buried at the church.,Passive Control,1,1,The simple coffin was,buried,0.45985204,WE,enwiki_20180420_100d
214,54,The tribal people were burying their dead.,Active Control,1,0,The tribal people were,burying,0.42158368,WE,enwiki_20180420_100d
215,54,The vocabulary list was burying at the church.,No-Attraction Violation,0,1,The vocabulary list was,burying,0.40692058,WE,enwiki_20180420_100d
216,55,The homicide case had been investigating diligently.,Attraction Violation,1,1,The homicide case had been,investigating,0.67350143,WE,enwiki_20180420_100d
217,55,The homicide case had been investigated by the FBI.,Passive Control,1,1,The homicide case had been,investigated,0.6686047,WE,enwiki_20180420_100d
218,55,The FBI agents had been investigating the homicide case for weeks.,Active Control,1,0,The FBI agents had been,investigating,0.701872,WE,enwiki_20180420_100d
219,55,Martin's tonsils had been investigating the problem.,No-Attraction Violation,0,1,Martin's tonsils had been,investigating,0.43138242,WE,enwiki_20180420_100d
220,56,Mark's wrinkly shirts were ironing by his mother.,Attraction Violation,1,1,Mark's wrinkly shirts were,ironing,0.54586077,WE,enwiki_20180420_100d
221,56,Mark's wrinkly shirts were ironed by his mother.,Passive Control,1,1,Mark's wrinkly shirts were,ironed,0.63435704,WE,enwiki_20180420_100d
222,56,Mark's doting mother was ironing his shirts while he slept.,Active Control,1,0,Mark's doting mother was,ironing,0.44892624,WE,enwiki_20180420_100d
223,56,The firewood had been ironing her dress.,No-Attraction Violation,0,1,The firewood had been,ironing,0.46996054,WE,enwiki_20180420_100d
224,57,An important lesson had been learning in space.,Attraction Violation,1,1,An important lesson had been,learning,0.49912316,WE,enwiki_20180420_100d
225,57,An important lesson had been learned in space.,Passive Control,1,1,An important lesson had been,learned,0.62594426,WE,enwiki_20180420_100d
226,57,The children had been learning Spanish.,Active Control,1,0,The children had been,learning,0.46755862,WE,enwiki_20180420_100d
227,57,The bathroom floor had been learning in space.,No-Attraction Violation,0,1,The bathroom floor had been,learning,0.3536687,WE,enwiki_20180420_100d
228,58,The height of the bookcase was measuring by a carpenter.,Attraction Violation,1,1,The height of the bookcase was,measuring,0.52899814,WE,enwiki_20180420_100d
229,58,The height of the bookcase was measured incorrectly.,Passive Control,1,1,The height of the bookcase was,measured,0.4841336,WE,enwiki_20180420_100d
230,58,The carpenter was measuring the height of the bookcase.,Active Control,1,0,The carpenter was,measuring,0.34919623,WE,enwiki_20180420_100d
231,58,An urgent message had been measuring her heart rate.,No-Attraction Violation,0,1,An urgent message had been,measuring,0.38601252,WE,enwiki_20180420_100d
232,59,Several important topics were discussing despite the weather.,Attraction Violation,1,1,Several important topics were,discussing,0.66939443,WE,enwiki_20180420_100d
233,59,Several important topics were discussed by the board of trustees.,Passive Control,1,1,Several important topics were,discussed,0.66073817,WE,enwiki_20180420_100d
234,59,The board members were discussing several important topics.,Active Control,1,0,The board members were,discussing,0.47580057,WE,enwiki_20180420_100d
235,59,"The fresh, warm bread was discussing despite the weather.",No-Attraction Violation,0,1,"The fresh, warm bread was",discussing,0.4532863,WE,enwiki_20180420_100d
236,60,The dusty tabletops were wiping thoroughly.,Attraction Violation,1,1,The dusty tabletops were,wiping,0.5662252,WE,enwiki_20180420_100d
237,60,The dusty tabletops were wiped thoroughly.,Passive Control,1,1,The dusty tabletops were,wiped,0.45237455,WE,enwiki_20180420_100d
238,60,The tired busboy was wiping for hours.,Active Control,1,0,The tired busboy was,wiping,0.4729209,WE,enwiki_20180420_100d
239,60,The hearty meal was wiping thoroughly.,No-Attraction Violation,0,1,The hearty meal was,wiping,0.39300868,WE,enwiki_20180420_100d
240,61,A tiny spy camera was concealing by the agent inside a flowerpot.,Attraction Violation,1,1,A tiny spy camera was,concealing,0.54326177,WE,enwiki_20180420_100d
241,61,A tiny spy camera was concealed by the agent inside a flowerpot.,Passive Control,1,1,A tiny spy camera was,concealed,0.5679223,WE,enwiki_20180420_100d
242,61,The sneaky lawyer was concealing the truth.,Active Control,1,0,The sneaky lawyer was,concealing,0.48464218,WE,enwiki_20180420_100d
243,61,A faint light was concealing their identity.,No-Attraction Violation,0,1,A faint light was,concealing,0.50409794,WE,enwiki_20180420_100d
244,62,"The fresh, warm bread was slicing by the baker into halves.",Attraction Violation,1,1,"The fresh, warm bread was",slicing,0.50973743,WE,enwiki_20180420_100d
245,62,"The fresh, warm bread was sliced with love.",Passive Control,1,1,"The fresh, warm bread was",sliced,0.6584976,WE,enwiki_20180420_100d
246,62,The chef's assistants were slicing the mushrooms for a pie.,Active Control,1,0,The chef's assistants were,slicing,0.41519064,WE,enwiki_20180420_100d
247,62,Several important topics were slicing with love.,No-Attraction Violation,0,1,Several important topics were,slicing,0.39451084,WE,enwiki_20180420_100d
248,63,The tarnished silverware was polishing by the butler.,Attraction Violation,1,1,The tarnished silverware was,polishing,0.5326955,WE,enwiki_20180420_100d
249,63,The tarnished silverware was polished by the butler.,Passive Control,1,1,The tarnished silverware was,polished,0.6135434,WE,enwiki_20180420_100d
250,63,The thorough butler was polishing the doorknobs.,Active Control,1,0,The thorough butler was,polishing,0.412721,WE,enwiki_20180420_100d
251,63,The winning lottery numbers had been polishing his shoes.,No-Attraction Violation,0,1,The winning lottery numbers had been,polishing,0.34135976,WE,enwiki_20180420_100d
252,64,Poisonous fumes had been inhaling the firefighters.,Attraction Violation,1,1,Poisonous fumes had been,inhaling,0.7723857,WE,enwiki_20180420_100d
253,64,Poisonous fumes had been inhaled by the firefighters.,Passive Control,1,1,Poisonous fumes had been,inhaled,0.7257503,WE,enwiki_20180420_100d
254,64,The firefighters had been inhaling the smoke.,Active Control,1,0,The firefighters had been,inhaling,0.4196188,WE,enwiki_20180420_100d
255,64,The man's signature was inhaling during the fire.,No-Attraction Violation,0,1,The man's signature was,inhaling,0.3238345,WE,enwiki_20180420_100d
256,65,A genetic mutation was discovering the scientists.,Attraction Violation,1,1,A genetic mutation was,discovering,0.5257131,WE,enwiki_20180420_100d
257,65,A genetic mutation was discovered suddenly.,Passive Control,1,1,A genetic mutation was,discovered,0.47252986,WE,enwiki_20180420_100d
258,65,The excited explorers were discovering ancient artifacts everywhere they looked.,Active Control,1,0,The excited explorers were,discovering,0.60695773,WE,enwiki_20180420_100d
259,65,The pizza had been discovering new methods for making dough.,No-Attraction Violation,0,1,The pizza had been,discovering,0.4812645,WE,enwiki_20180420_100d
260,66,The Queen's 80th birthday was celebrating expensively.,Attraction Violation,1,1,The Queen's 80th birthday was,celebrating,0.6839075,WE,enwiki_20180420_100d
261,66,The Queen's 80th birthday was celebrated by thousands of people in the streets.,Passive Control,1,1,The Queen's 80th birthday was,celebrated,0.6317927,WE,enwiki_20180420_100d
262,66,Thousands of excited fans were celebrating the Superbowl victory in the streets.,Active Control,1,0,Thousands of excited fans were,celebrating,0.5625111,WE,enwiki_20180420_100d
263,66,The car door had been celebrating her promotion.,No-Attraction Violation,0,1,The car door had been,celebrating,0.34977126,WE,enwiki_20180420_100d
264,67,The diagram on the chalkboard had been erasing Mrs. Larson.,Attraction Violation,1,1,The diagram on the chalkboard had been,erasing,0.53269726,WE,enwiki_20180420_100d
265,67,The diagram on the chalkboard had been erased by Mrs. Larson.,Passive Control,1,1,The diagram on the chalkboard had been,erased,0.542098,WE,enwiki_20180420_100d
266,67,Mrs. Larson had been erasing the chalkboard.,Active Control,1,0,Mrs. Larson had been,erasing,0.35427114,WE,enwiki_20180420_100d
267,67,Food for the homeless had been erasing over and over.,No-Attraction Violation,0,1,Food for the homeless had been,erasing,0.42788115,WE,enwiki_20180420_100d
268,68,The movie was directing Steven Spielberg.,Attraction Violation,1,1,The movie was,directing,0.63845277,WE,enwiki_20180420_100d
269,68,The movie was directed professionally.,Passive Control,1,1,The movie was,directed,0.5534122,WE,enwiki_20180420_100d
270,68,Steven Spielberg was directing another blockbuster.,Active Control,1,0,Steven Spielberg was,directing,0.5778235,WE,enwiki_20180420_100d
271,68,The victim's body had been directing the police.,No-Attraction Violation,0,1,The victim's body had been,directing,0.43722168,WE,enwiki_20180420_100d
272,69,Theresa's birthday gift had been wrapping yesterday.,Attraction Violation,1,1,Theresa's birthday gift had been,wrapping,0.48392972,WE,enwiki_20180420_100d
273,69,Theresa's birthday gift had been wrapped yesterday.,Passive Control,1,1,Theresa's birthday gift had been,wrapped,0.47010535,WE,enwiki_20180420_100d
274,69,Theresa's loving grandmother had been wrapping the presents.,Active Control,1,0,Theresa's loving grandmother had been,wrapping,0.40874538,WE,enwiki_20180420_100d
275,69,The embarrassing allegations had been wrapping yesterday.,No-Attraction Violation,0,1,The embarrassing allegations had been,wrapping,0.39834458,WE,enwiki_20180420_100d
276,70,The popular amusement park is visiting by millions of tourists eh year.,Attraction Violation,1,1,The popular amusement park is,visiting,0.4574903,WE,enwiki_20180420_100d
277,70,The popular amusement park is visited daily.,Passive Control,1,1,The popular amusement park is,visited,0.47372812,WE,enwiki_20180420_100d
278,70,The tourists had been visiting the amusement park in the morning.,Active Control,1,0,The tourists had been,visiting,0.6223324,WE,enwiki_20180420_100d
279,70,The man's beard had been visiting a friend in the hospital.,No-Attraction Violation,0,1,The man's beard had been,visiting,0.47689128,WE,enwiki_20180420_100d
280,71,Ten new trees had been planting on dry land.,Attraction Violation,1,1,Ten new trees had been,planting,0.58853495,WE,enwiki_20180420_100d
281,71,Ten new trees had been planted by the Forestry Service.,Passive Control,1,1,Ten new trees had been,planted,0.6142186,WE,enwiki_20180420_100d
282,71,The forestry workers had been planting cedar saplings on the hillside.,Active Control,1,0,The forestry workers had been,planting,0.56168085,WE,enwiki_20180420_100d
283,71,The sin had been planting doubt in her mind.,No-Attraction Violation,0,1,The sin had been,planting,0.4117365,WE,enwiki_20180420_100d
284,72,Food for the homeless had been donating neighborhood residents.,Attraction Violation,1,1,Food for the homeless had been,donating,0.54132575,WE,enwiki_20180420_100d
285,72,Food for the homeless had been donated many times.,Passive Control,1,1,Food for the homeless had been,donated,0.48620662,WE,enwiki_20180420_100d
286,72,The wealthy American philanthropist had been donating money to Romanian orphanages.,Active Control,1,0,The wealthy American philanthropist had been,donating,0.52070475,WE,enwiki_20180420_100d
287,72,The diagram on the chalkboard had been donating blood.,No-Attraction Violation,0,1,The diagram on the chalkboard had been,donating,0.4250188,WE,enwiki_20180420_100d
288,73,The rare bird's behavior was observing by the biologists.,Attraction Violation,1,1,The rare bird's behavior was,observing,0.6234766,WE,enwiki_20180420_100d
289,73,The rare bird's behavior was observed by the biologists.,Passive Control,1,1,The rare bird's behavior was,observed,0.65998316,WE,enwiki_20180420_100d
290,73,The excited bird watchers were observing the rare eagle.,Active Control,1,0,The excited bird watchers were,observing,0.6787383,WE,enwiki_20180420_100d
291,73,Wilson's unreasonable proposal was observing the stars.,No-Attraction Violation,0,1,Wilson's unreasonable proposal was,observing,0.49757802,WE,enwiki_20180420_100d
292,74,Stormy weather had been forecasting by the weatherman.,Attraction Violation,1,1,Stormy weather had been,forecasting,0.5281728,WE,enwiki_20180420_100d
293,74,Stormy weather had been forecasted by the weatherman.,Passive Control,1,1,Stormy weather had been,forecasted,0.48735827,WE,enwiki_20180420_100d
294,74,The weather service had been forecasting snow for the mountain areas.,Active Control,1,0,The weather service had been,forecasting,0.5102488,WE,enwiki_20180420_100d
295,74,Olson's bulging suitcase had been forecasting correctly.,No-Attraction Violation,0,1,Olson's bulging suitcase had been,forecasting,0.26669076,WE,enwiki_20180420_100d
296,75,The tragic mistake was regretting by Erika for many years.,Attraction Violation,1,1,The tragic mistake was,regretting,0.71771395,WE,enwiki_20180420_100d
297,75,The tragic mistake was regretted years later.,Passive Control,1,1,The tragic mistake was,regretted,0.65416557,WE,enwiki_20180420_100d
298,75,Erika was regretting the mistake.,Active Control,1,0,Erika was,regretting,0.43723467,WE,enwiki_20180420_100d
299,75,The library books had been regretting their behavior.,No-Attraction Violation,0,1,The library books had been,regretting,0.4748519,WE,enwiki_20180420_100d
