,Unnamed: 0,Tar,Item,Condition,Completion,Part,Cloze,Cloze_Balanced,Association_Noun,Association_Verb,Association_MainVerb,article,target,context,semantic_association,implementation,model
134,135,Berg,34,C,und stellt sein Zelt auf.,1,0.0,0,6.4,3.2,1.5,den,Berg,"Fröhlich kauft der Wanderer, nachdem er das Tal durchquert hat, den",0.5684353113174438,WE,dewiki_20180420_100d
135,136,Berg,34,D,und stellt sein Zelt auf.,1,0.0,0,1.4,1.5,1.5,den,Berg,"Fröhlich kauft der Wanderer, nachdem er die Stoppuhr gestartet hat, den",0.44493404030799866,WE,dewiki_20180420_100d
136,137,Befehl,35,A,zum Abmarsch.,0,0.92,0,6.0,7.0,6.6,den,Befehl,"Bedächtig erteilt der General, der die Rekruten kommandiert, den",0.7024031281471252,WE,dewiki_20180420_100d
137,138,Befehl,35,B,zum Abmarsch.,0,0.75,0,1.7,2.4,6.6,den,Befehl,"Bedächtig erteilt der General, der die Getränke einschenkt, den",0.5604459643363953,WE,dewiki_20180420_100d
138,139,Befehl,35,C,zum Abmarsch.,0,0.0,0,6.0,7.0,1.4,den,Befehl,"Bedächtig biegt der General, der die Rekruten kommandiert, den",0.6703951954841614,WE,dewiki_20180420_100d
139,140,Befehl,35,D,zum Abmarsch.,0,0.0,0,1.7,2.4,1.4,den,Befehl,"Bedächtig biegt der General, der die Getränke einschenkt, den",0.5334542393684387,WE,dewiki_20180420_100d
140,141,Wand,36,A,des Büros.,0,0.5,0,7.0,5.5,6.4,die,Wand,"Sofort streicht der Maler, nachdem er die Tapete angebracht hat, die",0.6290768980979919,WE,dewiki_20180420_100d
141,142,Wand,36,B,des Büros.,0,0.67,0,1.5,1.3,6.4,die,Wand,"Sofort streicht der Maler, nachdem er den Hund gefüttert hat, die",0.5401769280433655,WE,dewiki_20180420_100d
142,143,Wand,36,C,des Büros.,0,0.08,0,7.0,5.5,1.1,die,Wand,"Sofort lenkt der Maler, nachdem er die Tapete angebracht hat, die",0.6233057379722595,WE,dewiki_20180420_100d
143,144,Wand,36,D,des Büros.,0,0.0,0,1.5,1.3,1.1,die,Wand,"Sofort lenkt der Maler, nachdem er den Hund gefüttert hat, die",0.5333682894706726,WE,dewiki_20180420_100d
144,145,Hammer,37,A,auf das Metall.,0,1.0,0,6.5,1.9,5.6,den,Hammer,"Direkt schwingt der Schmied, der den Amboss aufgestellt hat, den",0.6051158905029297,WE,dewiki_20180420_100d
145,146,Hammer,37,B,auf das Metall.,0,0.83,0,2.9,3.8,5.6,den,Hammer,"Direkt schwingt der Schmied, der den Stuhl weggestellt hat, den",0.5187864303588867,WE,dewiki_20180420_100d
146,147,Hammer,37,C,auf das Metall.,0,0.0,0,6.5,1.9,1.2,den,Hammer,"Direkt speichert der Schmied, der den Amboss aufgestellt hat, den",0.5821723937988281,WE,dewiki_20180420_100d
147,148,Hammer,37,D,auf das Metall.,0,0.0,0,2.9,3.8,1.2,den,Hammer,"Direkt speichert der Schmied, der den Stuhl weggestellt hat, den",0.4904130697250366,WE,dewiki_20180420_100d
148,149,Land,38,A,im Norden.,1,0.33,0,6.6,2.5,7.0,das,Land,"Vor langer Zeit regierte der König, der die Reise unternahm, das",0.563156008720398,WE,dewiki_20180420_100d
149,150,Land,38,B,im Norden.,1,0.5,0,2.4,2.5,7.0,das,Land,"Vor langer Zeit regierte der König, der den Gesang vernahm, das",0.5505965352058411,WE,dewiki_20180420_100d
150,151,Land,38,C,im Norden.,1,0.0,0,6.6,2.5,1.2,das,Land,"Vor langer Zeit briet der König, der die Reise unternahm, das",0.5597742795944214,WE,dewiki_20180420_100d
151,152,Land,38,D,im Norden.,1,0.0,0,2.4,2.5,1.2,das,Land,"Vor langer Zeit briet der König, der den Gesang vernahm, das",0.5422009229660034,WE,dewiki_20180420_100d
152,153,Stab,39,A,und gab den Takt an.,0,0.42,1,1.9,1.6,3.0,den,Stab,"Zügig hob der Dirigent, der das Tempo wechselte, den",0.4923112094402313,WE,dewiki_20180420_100d
153,154,Stab,39,B,und gab den Takt an.,0,0.5,1,1.0,1.6,3.0,den,Stab,"Zügig hob der Dirigent, der das Gähnen unterdrückte, den",0.46561864018440247,WE,dewiki_20180420_100d
154,155,Stab,39,C,und gab den Takt an.,0,0.0,1,1.9,1.6,1.3,den,Stab,"Zügig verdrückte der Dirigent, der das Tempo wechselte, den",0.4904597997665405,WE,dewiki_20180420_100d
155,156,Stab,39,D,und gab den Takt an.,0,0.0,1,1.0,1.6,1.3,den,Stab,"Zügig verdrückte der Dirigent, der das Gähnen unterdrückte, den",0.4550820589065552,WE,dewiki_20180420_100d
156,157,Bart,40,A,des Mannes.,2,0.58,0,5.4,1.3,6.8,den,Bart,"Direkt trimmt der Herrenfriseur, nachdem er die Klinge ausgepackt hat, den",0.5190293192863464,WE,dewiki_20180420_100d
157,158,Bart,40,B,des Mannes.,2,0.25,0,1.2,1.0,6.8,den,Bart,"Direkt trimmt der Herrenfriseur, nachdem er das Wasserglas abgestellt hat, den",0.4697868824005127,WE,dewiki_20180420_100d
158,159,Bart,40,C,des Mannes.,2,0.0,0,5.4,1.3,1.7,den,Bart,"Direkt hört der Herrenfriseur, nachdem er die Klinge ausgepackt hat, den",0.5209043622016907,WE,dewiki_20180420_100d
159,160,Bart,40,D,des Mannes.,2,0.0,0,1.2,1.0,1.7,den,Bart,"Direkt hört der Herrenfriseur, nachdem er das Wasserglas abgestellt hat, den",0.47658705711364746,WE,dewiki_20180420_100d
160,161,Geschirr,41,A,und die Brettchen.,0,0.5,1,6.7,4.7,6.9,das,Geschirr,"Gestern spülte der Tellerwäscher, bevor er den Tisch wischte, das",0.5682584047317505,WE,dewiki_20180420_100d
161,162,Geschirr,41,B,und die Brettchen.,0,0.42,1,1.2,1.2,6.9,das,Geschirr,"Gestern spülte der Tellerwäscher, bevor er das Taxi rief, das",0.5147882103919983,WE,dewiki_20180420_100d
162,163,Geschirr,41,C,und die Brettchen.,0,0.0,1,6.7,4.7,1.1,das,Geschirr,"Gestern glättete der Tellerwäscher, bevor er den Tisch wischte, das",0.5701532959938049,WE,dewiki_20180420_100d
163,164,Geschirr,41,D,und die Brettchen.,0,0.0,1,1.2,1.2,1.1,das,Geschirr,"Gestern glättete der Tellerwäscher, bevor er das Taxi rief, das",0.518060028553009,WE,dewiki_20180420_100d
164,165,Schloss,42,A,und stiehlt die Wertsachen.,0,0.25,0,7.0,1.8,6.4,das,Schloss,"Im Handumdrehen knackt der Einbrecher, der den Zahlencode erraten hat, das",0.44965797662734985,WE,dewiki_20180420_100d
165,166,Schloss,42,B,und stiehlt die Wertsachen.,0,0.5,0,2.6,1.5,6.4,das,Schloss,"Im Handumdrehen knackt der Einbrecher, der die Akte durchblättert hat, das",0.49234911799430847,WE,dewiki_20180420_100d
166,167,Schloss,42,C,und stiehlt die Wertsachen.,0,0.0,0,7.0,1.8,1.6,das,Schloss,"Im Handumdrehen kopiert der Einbrecher, der den Zahlencode erraten hat, das",0.4591239094734192,WE,dewiki_20180420_100d
167,168,Schloss,42,D,und stiehlt die Wertsachen.,0,0.0,0,2.6,1.5,1.6,das,Schloss,"Im Handumdrehen kopiert der Einbrecher, der die Akte durchblättert hat, das",0.5030764937400818,WE,dewiki_20180420_100d
168,169,Zwiebeln,43,A,und den Knoblauch.,0,0.25,1,5.7,2.3,6.2,die,Zwiebeln,"Routiniert hackte der Küchengehilfe, bevor er die Suppe umrührte, die",0.5320417881011963,WE,dewiki_20180420_100d
169,170,Zwiebeln,43,B,und den Knoblauch.,0,0.33,1,1.3,1.1,6.2,die,Zwiebeln,"Routiniert hackte der Küchengehilfe, bevor er das Radio einschaltete, die",0.3597167432308197,WE,dewiki_20180420_100d
170,171,Zwiebeln,43,C,und den Knoblauch.,0,0.0,1,5.7,2.3,1.3,die,Zwiebeln,"Routiniert schraubte der Küchengehilfe, bevor er die Suppe umrührte, die",0.4957781434059143,WE,dewiki_20180420_100d
171,172,Zwiebeln,43,D,und den Knoblauch.,0,0.0,1,1.3,1.1,1.3,die,Zwiebeln,"Routiniert schraubte der Küchengehilfe, bevor er das Radio einschaltete, die",0.32349979877471924,WE,dewiki_20180420_100d
172,173,Wachs,44,A,und fuhr mit der Arbeit fort.,0,0.83,1,6.7,2.3,6.3,das,Wachs,"Umsichtig schmolz der Kerzenzieher, nachdem er den Docht gekürzt hatte, das",0.6070234775543213,WE,dewiki_20180420_100d
173,174,Wachs,44,B,und fuhr mit der Arbeit fort.,0,0.83,1,1.5,1.4,6.3,das,Wachs,"Umsichtig schmolz der Kerzenzieher, nachdem er das Nähkästchen zugeklappt hatte, das",0.592376172542572,WE,dewiki_20180420_100d
174,175,Wachs,44,C,und fuhr mit der Arbeit fort.,0,0.0,1,6.7,2.3,1.0,das,Wachs,"Umsichtig würzte der Kerzenzieher, nachdem er den Docht gekürzt hatte, das",0.5935587286949158,WE,dewiki_20180420_100d
175,176,Wachs,44,D,und fuhr mit der Arbeit fort.,0,0.0,1,1.5,1.4,1.0,das,Wachs,"Umsichtig würzte der Kerzenzieher, nachdem er das Nähkästchen zugeklappt hatte, das",0.5731284618377686,WE,dewiki_20180420_100d
176,177,Cocktail,45,A,für den Touristen.,0,0.5,0,6.2,1.4,6.9,den,Cocktail,"Gestern mixte der Barkeeper, der den Wodka geöffnet hatte, den",0.6644680500030518,WE,dewiki_20180420_100d
177,178,Cocktail,45,B,für den Touristen.,0,0.83,0,1.3,1.0,6.9,den,Cocktail,"Gestern mixte der Barkeeper, der den Boden gefegt hatte, den",0.5637190341949463,WE,dewiki_20180420_100d
178,179,Cocktail,45,C,für den Touristen.,0,0.0,0,6.2,1.4,1.6,den,Cocktail,"Gestern gründete der Barkeeper, der den Wodka geöffnet hatte, den",0.6268612146377563,WE,dewiki_20180420_100d
179,180,Cocktail,45,D,für den Touristen.,0,0.08,0,1.3,1.0,1.6,den,Cocktail,"Gestern gründete der Barkeeper, der den Boden gefegt hatte, den",0.5246945023536682,WE,dewiki_20180420_100d
180,181,Orchester,46,A,und das Streichquartett.,0,0.25,1,6.8,3.6,6.8,das,Orchester,"Am Abend dirigiert der Kapellmeister, der das Konzert eröffnet hat, das",0.6722817420959473,WE,dewiki_20180420_100d
181,182,Orchester,46,B,und das Streichquartett.,0,0.25,1,1.6,1.4,6.8,das,Orchester,"Am Abend dirigiert der Kapellmeister, der die Unterschriften gesammelt hat, das",0.6035397052764893,WE,dewiki_20180420_100d
182,183,Orchester,46,C,und das Streichquartett.,0,0.0,1,6.8,3.6,1.3,das,Orchester,"Am Abend vernichtet der Kapellmeister, der das Konzert eröffnet hat, das",0.6059942841529846,WE,dewiki_20180420_100d
183,184,Orchester,46,D,und das Streichquartett.,0,0.0,1,1.6,1.4,1.3,das,Orchester,"Am Abend vernichtet der Kapellmeister, der die Unterschriften gesammelt hat, das",0.5185709595680237,WE,dewiki_20180420_100d
184,185,Wort,47,A,und notiert es.,3,0.83,0,6.3,3.6,6.8,das,Wort,"Direkt buchstabiert der Sprachschüler, nachdem er das Buch aufgeschlagen hat, das",0.6101656556129456,WE,dewiki_20180420_100d
185,186,Wort,47,B,und notiert es.,3,0.67,0,3.0,2.7,6.8,das,Wort,"Direkt buchstabiert der Sprachschüler, nachdem er den Pausenhof verlassen hat, das",0.539308488368988,WE,dewiki_20180420_100d
186,187,Wort,47,C,und notiert es.,3,0.0,0,6.3,3.6,1.7,das,Wort,"Direkt dekoriert der Sprachschüler, nachdem er das Buch aufgeschlagen hat, das",0.553395688533783,WE,dewiki_20180420_100d
187,188,Wort,47,D,und notiert es.,3,0.0,0,3.0,2.7,1.7,das,Wort,"Direkt dekoriert der Sprachschüler, nachdem er den Pausenhof verlassen hat, das",0.4769481420516968,WE,dewiki_20180420_100d
188,189,Weide,48,A,mit einem Draht.,0,0.67,0,6.7,5.4,6.0,die,Weide,"Vorsichtig umzäunt der Schäfer, der die Schafe gehütet hat, die",0.5220529437065125,WE,dewiki_20180420_100d
189,190,Weide,48,B,mit einem Draht.,0,0.42,0,1.4,1.4,6.0,die,Weide,"Vorsichtig umzäunt der Schäfer, der das Mittagessen vergessen hat, die",0.4269799292087555,WE,dewiki_20180420_100d
190,191,Weide,48,C,mit einem Draht.,0,0.0,0,6.7,5.4,1.0,die,Weide,"Vorsichtig fälscht der Schäfer, der die Schafe gehütet hat, die",0.5032910108566284,WE,dewiki_20180420_100d
191,192,Weide,48,D,mit einem Draht.,0,0.0,0,1.4,1.4,1.0,die,Weide,"Vorsichtig fälscht der Schäfer, der das Mittagessen vergessen hat, die",0.3977261483669281,WE,dewiki_20180420_100d
192,193,Predigt,49,A,für die Gemeinde.,0,0.25,0,6.2,2.1,6.2,die,Predigt,"Nachdenklich hält der Pfarrer, nachdem er die Bibel aufgeschlagen hat, die",0.6207776665687561,WE,dewiki_20180420_100d
193,194,Predigt,49,B,für die Gemeinde.,0,0.5,0,1.6,2.9,6.2,die,Predigt,"Nachdenklich hält der Pfarrer, nachdem er die Brille aufgesetzt hat, die",0.5577645301818848,WE,dewiki_20180420_100d
194,195,Predigt,49,C,für die Gemeinde.,0,0.0,0,6.2,2.1,1.3,die,Predigt,"Nachdenklich leert der Pfarrer, nachdem er die Bibel aufgeschlagen hat, die",0.6318361759185791,WE,dewiki_20180420_100d
195,196,Predigt,49,D,für die Gemeinde.,0,0.0,0,1.6,2.9,1.3,die,Predigt,"Nachdenklich leert der Pfarrer, nachdem er die Brille aufgesetzt hat, die",0.5681262612342834,WE,dewiki_20180420_100d
196,197,Wohnung,50,A,mit neuen Möbeln.,0,0.5,0,7.0,2.7,6.8,die,Wohnung,"Unverzüglich möblierte der Vermieter, der den Mieter aufgenommen hatte, die",0.6620692014694214,WE,dewiki_20180420_100d
197,198,Wohnung,50,B,mit neuen Möbeln.,0,0.75,0,4.7,3.6,6.8,die,Wohnung,"Unverzüglich möblierte der Vermieter, der die Überweisung erhalten hatte, die",0.6384206414222717,WE,dewiki_20180420_100d
198,199,Wohnung,50,C,mit neuen Möbeln.,0,0.0,0,7.0,2.7,1.4,die,Wohnung,"Unverzüglich erntete der Vermieter, der den Mieter aufgenommen hatte, die",0.5855721831321716,WE,dewiki_20180420_100d
199,200,Wohnung,50,D,mit neuen Möbeln.,0,0.0,0,4.7,3.6,1.4,die,Wohnung,"Unverzüglich erntete der Vermieter, der die Überweisung erhalten hatte, die",0.5627001523971558,WE,dewiki_20180420_100d
200,201,Abzug,51,A,und trifft das Opfer.,2,0.5,0,3.2,4.4,5.9,den,Abzug,"Sofort betätigt der Killer, der das Ziel anvisiert hat, den",0.5240205526351929,WE,dewiki_20180420_100d
201,202,Abzug,51,B,und trifft das Opfer.,2,0.33,0,1.4,3.0,5.9,den,Abzug,"Sofort betätigt der Killer, der den Tee abgestellt hat, den",0.5312623381614685,WE,dewiki_20180420_100d
202,203,Abzug,51,C,und trifft das Opfer.,2,0.0,0,3.2,4.4,1.6,den,Abzug,"Sofort knickt der Killer, der das Ziel anvisiert hat, den",0.5385668277740479,WE,dewiki_20180420_100d
203,204,Abzug,51,D,und trifft das Opfer.,2,0.0,0,1.4,3.0,1.6,den,Abzug,"Sofort knickt der Killer, der den Tee abgestellt hat, den",0.547196626663208,WE,dewiki_20180420_100d
204,205,Paket,52,A,mit der Arbeitskleidung.,0,0.42,1,6.7,4.4,6.5,das,Paket,"Heute überbringt der Bote, als er den Empfänger angetroffen hat, das",0.5316956043243408,WE,dewiki_20180420_100d
205,206,Paket,52,B,mit der Arbeitskleidung.,0,0.33,1,3.6,1.2,6.5,das,Paket,"Heute überbringt der Bote, als er das Foyer durchquert hat, das",0.518836498260498,WE,dewiki_20180420_100d
206,207,Paket,52,C,mit der Arbeitskleidung.,0,0.0,1,6.7,4.4,1.3,das,Paket,"Heute erntet der Bote, als er den Empfänger angetroffen hat, das",0.5085734128952026,WE,dewiki_20180420_100d
207,208,Paket,52,D,mit der Arbeitskleidung.,0,0.0,1,3.6,1.2,1.3,das,Paket,"Heute erntet der Bote, als er das Foyer durchquert hat, das",0.4971581995487213,WE,dewiki_20180420_100d
208,209,Tor,53,A,und jubelte über seinen Erfolg.,3,0.92,0,6.8,3.4,6.9,das,Tor,"Schnell schoss der Fußballspieler, der das Fußballfeld überquert hatte, das",0.6528835892677307,WE,dewiki_20180420_100d
209,210,Tor,53,B,und jubelte über seinen Erfolg.,3,0.67,0,1.6,2.7,6.9,das,Tor,"Schnell schoss der Fußballspieler, der die Jacke ausgezogen hatte, das",0.5788297057151794,WE,dewiki_20180420_100d
210,211,Tor,53,C,und jubelte über seinen Erfolg.,3,0.0,0,6.8,3.4,1.5,das,Tor,"Schnell spürte der Fußballspieler, der das Fußballfeld überquert hatte, das",0.5701236128807068,WE,dewiki_20180420_100d
211,212,Tor,53,D,und jubelte über seinen Erfolg.,3,0.0,0,1.6,2.7,1.5,das,Tor,"Schnell spürte der Fußballspieler, der die Jacke ausgezogen hatte, das",0.4795885980129242,WE,dewiki_20180420_100d
212,213,Flugzeug,54,A,durch die Wolken.,0,1.0,1,7.0,1.8,5.8,das,Flugzeug,"Konzentriert steuerte der Pilot, der die Stewardess gerufen hatte, das",0.5938641428947449,WE,dewiki_20180420_100d
213,214,Flugzeug,54,B,durch die Wolken.,0,0.92,1,1.6,3.4,5.8,das,Flugzeug,"Konzentriert steuerte der Pilot, der den Krimi gelesen hatte, das",0.4973253905773163,WE,dewiki_20180420_100d
214,215,Flugzeug,54,C,durch die Wolken.,0,0.0,1,7.0,1.8,3.1,das,Flugzeug,"Konzentriert faltete der Pilot, der die Stewardess gerufen hatte, das",0.6241351962089539,WE,dewiki_20180420_100d
215,216,Flugzeug,54,D,durch die Wolken.,0,0.08,1,1.6,3.4,3.1,das,Flugzeug,"Konzentriert faltete der Pilot, der den Krimi gelesen hatte, das",0.5307924151420593,WE,dewiki_20180420_100d
216,217,Skizze,55,A,für den Bauherrn.,0,0.42,0,6.4,6.5,6.7,die,Skizze,"Rasch entwarf der Architekt, bevor er den Bauplan erstellte, die",0.488115131855011,WE,dewiki_20180420_100d
217,218,Skizze,55,B,für den Bauherrn.,0,0.25,0,4.3,4.7,6.7,die,Skizze,"Rasch entwarf der Architekt, bevor er den Vortrag schrieb, die",0.4830128252506256,WE,dewiki_20180420_100d
218,219,Skizze,55,C,für den Bauherrn.,0,0.0,0,6.4,6.5,1.2,die,Skizze,"Rasch schüttelte der Architekt, bevor er den Bauplan erstellte, die",0.46360763907432556,WE,dewiki_20180420_100d
219,220,Skizze,55,D,für den Bauherrn.,0,0.0,0,4.3,4.7,1.2,die,Skizze,"Rasch schüttelte der Architekt, bevor er den Vortrag schrieb, die",0.44738227128982544,WE,dewiki_20180420_100d
220,221,Kamin,56,A,und verlässt das Grundstück.,1,0.42,0,6.8,3.0,6.4,den,Kamin,"Geschwind kehrt der Schornsteinfeger, der den Rauch einatmet, den",0.45002904534339905,WE,dewiki_20180420_100d
221,222,Kamin,56,B,und verlässt das Grundstück.,1,0.17,0,3.0,1.3,6.4,den,Kamin,"Geschwind kehrt der Schornsteinfeger, der die Katze verscheucht, den",0.3872540295124054,WE,dewiki_20180420_100d
222,223,Kamin,56,C,und verlässt das Grundstück.,1,0.0,0,6.8,3.0,1.1,den,Kamin,"Geschwind wirft der Schornsteinfeger, der den Rauch einatmet, den",0.4633388817310333,WE,dewiki_20180420_100d
223,224,Kamin,56,D,und verlässt das Grundstück.,1,0.08,0,3.0,1.3,1.1,den,Kamin,"Geschwind wirft der Schornsteinfeger, der die Katze verscheucht, den",0.40118342638015747,WE,dewiki_20180420_100d
224,225,Wahl,57,A,zum Minister.,0,1.0,0,6.5,5.3,6.7,die,Wahl,"Vorgestern gewann der Politiker, der die Stimmen zählte, die",0.645088255405426,WE,dewiki_20180420_100d
225,226,Wahl,57,B,zum Minister.,0,0.58,0,2.8,1.6,6.7,die,Wahl,"Vorgestern gewann der Politiker, der die Hände schüttelte, die",0.573194146156311,WE,dewiki_20180420_100d
226,227,Wahl,57,C,zum Minister.,0,0.08,0,6.5,5.3,1.6,die,Wahl,"Vorgestern reparierte der Politiker, der die Stimmen zählte, die",0.6030240058898926,WE,dewiki_20180420_100d
227,228,Wahl,57,D,zum Minister.,0,0.0,0,2.8,1.6,1.6,die,Wahl,"Vorgestern reparierte der Politiker, der die Hände schüttelte, die",0.5175929069519043,WE,dewiki_20180420_100d
228,229,Foto,58,A,von der Unfallstelle.,0,0.67,0,6.7,2.1,6.7,das,Foto,"Sofort schoss der Reporter, der die Kamera bediente, das",0.5387384295463562,WE,dewiki_20180420_100d
229,230,Foto,58,B,von der Unfallstelle.,0,0.5,0,1.6,1.6,6.7,das,Foto,"Sofort schoss der Reporter, der die Zigarette rauchte, das",0.5376001596450806,WE,dewiki_20180420_100d
230,231,Foto,58,C,von der Unfallstelle.,0,0.0,0,6.7,2.1,1.7,das,Foto,"Sofort verspeiste der Reporter, der die Kamera bediente, das",0.5351520776748657,WE,dewiki_20180420_100d
231,232,Foto,58,D,von der Unfallstelle.,0,0.0,0,1.6,1.6,1.7,das,Foto,"Sofort verspeiste der Reporter, der die Zigarette rauchte, das",0.5239324569702148,WE,dewiki_20180420_100d
232,233,Programm,59,A,für seinen Boss.,0,0.5,0,6.9,5.8,6.7,das,Programm,"Unverzüglich entwickelte der Informatiker, der den Computer hochfuhr, das",0.5841175317764282,WE,dewiki_20180420_100d
233,234,Programm,59,B,für seinen Boss.,0,0.75,0,1.8,2.0,6.7,das,Programm,"Unverzüglich entwickelte der Informatiker, der den Energydrink trank, das",0.5205685496330261,WE,dewiki_20180420_100d
234,235,Programm,59,C,für seinen Boss.,0,0.0,0,6.9,5.8,4.5,das,Programm,"Unverzüglich trocknete der Informatiker, der den Computer hochfuhr, das",0.5483483672142029,WE,dewiki_20180420_100d
235,236,Programm,59,D,für seinen Boss.,0,0.0,0,1.8,2.0,4.5,das,Programm,"Unverzüglich trocknete der Informatiker, der den Energydrink trank, das",0.4763045310974121,WE,dewiki_20180420_100d
236,237,Urteil,60,A,und schloss die Verhandlung.,0,1.0,1,7.0,4.5,6.7,das,Urteil,"Nun verkündete der Richter, nachdem er den Angeklagten hereingerufen hatte, das",0.6350855827331543,WE,dewiki_20180420_100d
237,238,Urteil,60,B,und schloss die Verhandlung.,0,1.0,1,1.9,2.8,6.7,das,Urteil,"Nun verkündete der Richter, nachdem er die Lesebrille aufgesetzt hatte, das",0.5637678503990173,WE,dewiki_20180420_100d
238,239,Urteil,60,C,und schloss die Verhandlung.,0,0.0,1,7.0,4.5,1.7,das,Urteil,"Nun roch der Richter, nachdem er den Angeklagten hereingerufen hatte, das",0.5928683876991272,WE,dewiki_20180420_100d
239,240,Urteil,60,D,und schloss die Verhandlung.,0,0.0,1,1.9,2.8,1.7,das,Urteil,"Nun roch der Richter, nachdem er die Lesebrille aufgesetzt hatte, das",0.5155069828033447,WE,dewiki_20180420_100d
240,241,Prüfung,61,A,in Mathematik.,0,0.58,0,6.6,5.0,5.8,die,Prüfung,"Zunächst bestand der Student, der das Studium wiederaufnahm, die",0.4882671535015106,WE,dewiki_20180420_100d
241,242,Prüfung,61,B,in Mathematik.,0,0.25,0,2.0,1.3,5.8,die,Prüfung,"Zunächst bestand der Student, der das Jackett auszog, die",0.4106089174747467,WE,dewiki_20180420_100d
242,243,Prüfung,61,C,in Mathematik.,0,0.0,0,6.6,5.0,3.4,die,Prüfung,"Zunächst kochte der Student, der das Studium wiederaufnahm, die",0.4754127562046051,WE,dewiki_20180420_100d
243,244,Prüfung,61,D,in Mathematik.,0,0.0,0,2.0,1.3,3.4,die,Prüfung,"Zunächst kochte der Student, der das Jackett auszog, die",0.39224907755851746,WE,dewiki_20180420_100d
244,245,Lied,62,A,über die Vergangenheit.,1,0.58,1,6.3,1.3,7.0,das,Lied,"Konzentriert sang der Sänger, der das Mikrofon umklammerte, das",0.6546180248260498,WE,dewiki_20180420_100d
245,246,Lied,62,B,über die Vergangenheit.,1,0.58,1,1.9,1.5,7.0,das,Lied,"Konzentriert sang der Sänger, der den Hut abnahm, das",0.5903573036193848,WE,dewiki_20180420_100d
246,247,Lied,62,C,über die Vergangenheit.,1,0.0,1,6.3,1.3,1.1,das,Lied,"Konzentriert reparierte der Sänger, der das Mikrofon umklammerte, das",0.57956463098526,WE,dewiki_20180420_100d
247,248,Lied,62,D,über die Vergangenheit.,1,0.0,1,1.9,1.5,1.1,das,Lied,"Konzentriert reparierte der Sänger, der den Hut abnahm, das",0.5149593353271484,WE,dewiki_20180420_100d
248,249,Farbe,63,A,für den nächsten Auftrag.,0,0.92,1,6.9,3.5,6.3,die,Farbe,"Zufrieden mischte der Anstreicher, der die Pinsel gewaschen hatte, die",0.5888834595680237,WE,dewiki_20180420_100d
249,250,Farbe,63,B,für den nächsten Auftrag.,0,1.0,1,3.5,1.8,6.3,die,Farbe,"Zufrieden mischte der Anstreicher, der die Plätzchen gegessen hatte, die",0.5405992269515991,WE,dewiki_20180420_100d
250,251,Farbe,63,C,für den nächsten Auftrag.,0,0.0,1,6.9,3.5,1.4,die,Farbe,"Zufrieden würzte der Anstreicher, der die Pinsel gewaschen hatte, die",0.5920612812042236,WE,dewiki_20180420_100d
251,252,Farbe,63,D,für den nächsten Auftrag.,0,0.0,1,3.5,1.8,1.4,die,Farbe,"Zufrieden würzte der Anstreicher, der die Plätzchen gegessen hatte, die",0.538288414478302,WE,dewiki_20180420_100d
252,253,Blumen,64,A,im Blumenkasten.,0,0.58,1,6.2,5.8,7.0,die,Blumen,"Einen Moment lang gießt der Gärtner, der den Dünger verteilt hat, die",0.5060100555419922,WE,dewiki_20180420_100d
253,254,Blumen,64,B,im Blumenkasten.,0,0.5,1,2.0,1.4,7.0,die,Blumen,"Einen Moment lang gießt der Gärtner, der die Opernmusik angestellt hat, die",0.4743252396583557,WE,dewiki_20180420_100d
254,255,Blumen,64,C,im Blumenkasten.,0,0.0,1,6.2,5.8,1.7,die,Blumen,"Einen Moment lang ölt der Gärtner, der den Dünger verteilt hat, die",0.4866975247859955,WE,dewiki_20180420_100d
255,256,Blumen,64,D,im Blumenkasten.,0,0.0,1,2.0,1.4,1.7,die,Blumen,"Einen Moment lang ölt der Gärtner, der die Opernmusik angestellt hat, die",0.4522358775138855,WE,dewiki_20180420_100d
256,257,Hecke,65,A,um das Grundstück.,2,0.5,1,6.6,1.9,6.5,die,Hecke,"Gestern Nachmittag stutzte der Landschaftsgärtner, der die Gartenschere geschärft hatte, die",0.4346138834953308,WE,dewiki_20180420_100d
257,258,Hecke,65,B,um das Grundstück.,2,0.58,1,1.4,1.8,6.5,die,Hecke,"Gestern Nachmittag stutzte der Landschaftsgärtner, der die Sonnenbrille aufgesetzt hatte, die",0.4128950536251068,WE,dewiki_20180420_100d
258,259,Hecke,65,C,um das Grundstück.,2,0.0,1,6.6,1.9,1.3,die,Hecke,"Gestern Nachmittag bezahlte der Landschaftsgärtner, der die Gartenschere geschärft hatte, die",0.42519208788871765,WE,dewiki_20180420_100d
259,260,Hecke,65,D,um das Grundstück.,2,0.0,1,1.4,1.8,1.3,die,Hecke,"Gestern Nachmittag bezahlte der Landschaftsgärtner, der die Sonnenbrille aufgesetzt hatte, die",0.4042539894580841,WE,dewiki_20180420_100d
260,261,Feld,66,A,mit einem Gaul.,2,0.92,0,6.8,2.1,6.2,das,Feld,"Früher beackerte der Landwirt, der den Traktor gestartet hatte, das",0.569709062576294,WE,dewiki_20180420_100d
261,262,Feld,66,B,mit einem Gaul.,2,0.67,0,3.9,1.1,6.2,das,Feld,"Früher beackerte der Landwirt, der den Sonnenhut aufgesetzt hatte, das",0.5606931447982788,WE,dewiki_20180420_100d
