,Unnamed: 0,ItemNum,Condition,context,target,continuation,semantic_association,implementation,model
265,266,89,script-related,Kim verliet het ziekenhuis. Meteen liep ze naar de,receptie,en vroeg de weg.,0.26792374,SE,Qwen/Qwen3-Embedding-8B
266,267,89,script-unrelated,Kim begon haar lunch te koken. Meteen liep ze naar de,receptie,en vroeg de weg.,0.23999488,SE,Qwen/Qwen3-Embedding-8B
267,268,90,control,Michael begon een taart te bakken. Als eerste pakte hij een,garde,en klopte het eiwit stijf.,0.29028022,SE,Qwen/Qwen3-Embedding-8B
268,269,90,script-related,Michael was klaar met een taart bakken. Als eerste pakte hij een,garde,en klopte het eiwit stijf.,0.2975109,SE,Qwen/Qwen3-Embedding-8B
269,270,90,script-unrelated,Michael betrad het restaurant. Als eerste pakte hij een,garde,en klopte het eiwit stijf.,0.29689825,SE,Qwen/Qwen3-Embedding-8B
0,1,1,control,Johan betrad het restaurant. Even later opende hij de,menukaart,en kreeg een overzicht.,0.2780907,SE,Qwen/Qwen3-Embedding-0.6B
1,2,1,script-related,Johan verliet het restaurant. Even later opende hij de,menukaart,en kreeg een overzicht.,0.23802052,SE,Qwen/Qwen3-Embedding-0.6B
2,3,1,script-unrelated,Johan betrad het appartement. Even later opende hij de,menukaart,en kreeg een overzicht.,0.24003768,SE,Qwen/Qwen3-Embedding-0.6B
3,4,2,control,Sabine betrad de bioscoop. Snel liep ze naar de,kassa,en kocht een kaartje.,0.25315076,SE,Qwen/Qwen3-Embedding-0.6B
4,5,2,script-related,Sabine verliet de bioscoop. Snel liep ze naar de,kassa,en kocht een kaartje.,0.19551678,SE,Qwen/Qwen3-Embedding-0.6B
5,6,2,script-unrelated,Sabine betrad de school. Snel liep ze naar de,kassa,en kocht een kaartje.,0.26762596,SE,Qwen/Qwen3-Embedding-0.6B
6,7,3,control,Kevin betrad de boerderij. Zonder te aarzelen pakte hij een,mestvork,en begon te scheppen.,0.30461046,SE,Qwen/Qwen3-Embedding-0.6B
7,8,3,script-related,Kevin verliet de boerderij. Zonder te aarzelen pakte hij een,mestvork,en begon te scheppen.,0.2523791,SE,Qwen/Qwen3-Embedding-0.6B
8,9,3,script-unrelated,Kevin betrad de kerk. Zonder te aarzelen pakte hij een,mestvork,en begon te scheppen.,0.32860744,SE,Qwen/Qwen3-Embedding-0.6B
9,10,4,control,Susi betrad de huisartsenpraktijk. Vriendelijk sprak ze met de,doktersassistente,over de problematiek.,0.41010013,SE,Qwen/Qwen3-Embedding-0.6B
10,11,4,script-related,Susi verliet de huisartsenpraktijk. Vriendelijk sprak ze met de,doktersassistente,over de problematiek.,0.39784268,SE,Qwen/Qwen3-Embedding-0.6B
11,12,4,script-unrelated,Susi betrad het verblijf. Vriendelijk sprak ze met de,doktersassistente,over de problematiek.,0.30606964,SE,Qwen/Qwen3-Embedding-0.6B
12,13,5,control,Roman betrad de bibliotheek. Kort daarna liep hij naar het,rek,en zocht een misdaadroman.,0.306317,SE,Qwen/Qwen3-Embedding-0.6B
13,14,5,script-related,Roman verliet de bibliotheek. Kort daarna liep hij naar het,rek,en zocht een misdaadroman.,0.30730137,SE,Qwen/Qwen3-Embedding-0.6B
14,15,5,script-unrelated,Roman betrad de kroeg. Kort daarna liep hij naar het,rek,en zocht een misdaadroman.,0.30282265,SE,Qwen/Qwen3-Embedding-0.6B
15,16,6,control,Lea begon spaghetti te koken. Voorzichtig opende ze het,pastapak,in één handbeweging.,0.28227302,SE,Qwen/Qwen3-Embedding-0.6B
16,17,6,script-related,Lea was klaar met spaghetti koken. Voorzichtig opende ze het,pastapak,in één handbeweging.,0.25477394,SE,Qwen/Qwen3-Embedding-0.6B
17,18,6,script-unrelated,Lea begon de muren te verven. Voorzichtig opende ze het,pastapak,in één handbeweging.,0.24779652,SE,Qwen/Qwen3-Embedding-0.6B
18,19,7,control,Peter bereikte het theater. Even later liep hij naar de,loge,en ging zitten.,0.17277145,SE,Qwen/Qwen3-Embedding-0.6B
19,20,7,script-related,Peter verliet het theater. Even later liep hij naar de,loge,en ging zitten.,0.13302408,SE,Qwen/Qwen3-Embedding-0.6B
20,21,7,script-unrelated,Peter bereikte de supermarkt. Even later liep hij naar de,loge,en ging zitten.,0.23315378,SE,Qwen/Qwen3-Embedding-0.6B
21,22,8,control,Lisa betrad het station. Even later was ze op het,perron,en wachtte op de trein.,0.23112798,SE,Qwen/Qwen3-Embedding-0.6B
22,23,8,script-related,Lisa verliet het station. Even later was ze op het,perron,en wachtte op de trein.,0.1997724,SE,Qwen/Qwen3-Embedding-0.6B
23,24,8,script-unrelated,Lisa betrad het huis. Even later was ze op het,perron,en wachtte op de trein.,0.2034417,SE,Qwen/Qwen3-Embedding-0.6B
24,25,9,control,Tim begon in de sportschool te trainen. Meteen stapte hij op de,loopband,en rende als een gek.,0.08139812,SE,Qwen/Qwen3-Embedding-0.6B
25,26,9,script-related,Tim stopte in de sportschool met trainen. Meteen stapte hij op de,loopband,en rende als een gek.,0.11771259,SE,Qwen/Qwen3-Embedding-0.6B
26,27,9,script-unrelated,Tim begon zijn rijles. Meteen stapte hij op de,loopband,en rende als een gek.,0.16157168,SE,Qwen/Qwen3-Embedding-0.6B
27,28,10,control,Maria bereikte het vliegveld. Ze liep meteen naar de,check-in,om de koffer af te geven.,0.3472731,SE,Qwen/Qwen3-Embedding-0.6B
28,29,10,script-related,Maria verliet het vliegveld. Ze liep meteen naar de,check-in,om de koffer af te geven.,0.28522193,SE,Qwen/Qwen3-Embedding-0.6B
29,30,10,script-unrelated,Maria bereikte het winkelcentrum. Ze liep meteen naar de,check-in,om de koffer af te geven.,0.2911571,SE,Qwen/Qwen3-Embedding-0.6B
30,31,11,control,Lukas kwam naar het verjaardagsfeest. Na een tijdje overhandigde hij de,taart,en feliciteerde hij de jarige.,0.24505699,SE,Qwen/Qwen3-Embedding-0.6B
31,32,11,script-related,Lukas verliet het verjaardagsfeest. Na een tijdje overhandigde hij de,taart,en feliciteerde hij de jarige.,0.24485902,SE,Qwen/Qwen3-Embedding-0.6B
32,33,11,script-unrelated,Lukas kwam naar de les. Na een tijdje overhandigde hij de,taart,en feliciteerde hij de jarige.,0.23768733,SE,Qwen/Qwen3-Embedding-0.6B
33,34,12,control,Marie ging naar de kapper. Even later vroeg ze de,styliste,om een nieuwe coupe.,0.21222025,SE,Qwen/Qwen3-Embedding-0.6B
34,35,12,script-related,Marie verliet de kapper. Even later vroeg ze de,styliste,om een nieuwe coupe.,0.23759133,SE,Qwen/Qwen3-Embedding-0.6B
35,36,12,script-unrelated,Marie ging naar de uni. Even later vroeg ze de,styliste,om een nieuwe coupe.,0.17576294,SE,Qwen/Qwen3-Embedding-0.6B
36,37,13,control,Thorsten begon te douchen. Als eerste gebruikte hij de,shampoo,en daarna de douchegel.,0.30182076,SE,Qwen/Qwen3-Embedding-0.6B
37,38,13,script-related,Thorsten stopte met douchen. Als eerste gebruikte hij de,shampoo,en daarna de douchegel.,0.31954476,SE,Qwen/Qwen3-Embedding-0.6B
38,39,13,script-unrelated,Thorsten begon te barbecueën. Als eerste gebruikte hij de,shampoo,en daarna de douchegel.,0.1744235,SE,Qwen/Qwen3-Embedding-0.6B
39,40,14,control,Claudia betrad de bloemenwinkel. Snel vroeg ze om een,roos,voor een vriendin.,0.21568036,SE,Qwen/Qwen3-Embedding-0.6B
40,41,14,script-related,Claudia verliet de bloemenwinkel. Snel vroeg ze om een,roos,voor een vriendin.,0.228107,SE,Qwen/Qwen3-Embedding-0.6B
41,42,14,script-unrelated,Claudia betrad de dierenwinkel. Snel vroeg ze om een,roos,voor een vriendin.,0.2511724,SE,Qwen/Qwen3-Embedding-0.6B
42,43,15,control,Jonathan ging naar de begraafplaats. Peinzend bekeek hij de,grafsteen,en sprak een gebed uit.,0.26755854,SE,Qwen/Qwen3-Embedding-0.6B
43,44,15,script-related,Jonathan verliet de begraafplaats. Peinzend bekeek hij de,grafsteen,en sprak een gebed uit.,0.24200298,SE,Qwen/Qwen3-Embedding-0.6B
44,45,15,script-unrelated,Jonathan ging naar de keuken. Peinzend bekeek hij de,grafsteen,en sprak een gebed uit.,0.18296833,SE,Qwen/Qwen3-Embedding-0.6B
45,46,16,control,Lara ging de tuin in. Aandachtig onderzocht ze de,aarde,en gaf toen de bloemen water.,0.27683127,SE,Qwen/Qwen3-Embedding-0.6B
46,47,16,script-related,Lara verliet de tuin. Aandachtig onderzocht ze de,aarde,en gaf toen de bloemen water.,0.3092701,SE,Qwen/Qwen3-Embedding-0.6B
47,48,16,script-unrelated,Lara ging naar het fornuis. Aandachtig onderzocht ze de,aarde,en gaf toen de bloemen water.,0.2510383,SE,Qwen/Qwen3-Embedding-0.6B
48,49,17,control,Roman ging naar het museum. Nauwkeurig bekeek hij de,sculpturen,en was enthousiast.,0.20758891,SE,Qwen/Qwen3-Embedding-0.6B
49,50,17,script-related,Roman verliet het museum.  Nauwkeurig bekeek hij de,sculpturen,en was enthousiast.,0.26880515,SE,Qwen/Qwen3-Embedding-0.6B
50,51,17,script-unrelated,Roman ging naar de boekhandel. Nauwkeurig bekeek hij de,sculpturen,en was enthousiast.,0.12909514,SE,Qwen/Qwen3-Embedding-0.6B
51,52,18,control,Annika ging naar de banketbakker. Snel vroeg ze om een,taart,en betaalde meteen.,0.27844104,SE,Qwen/Qwen3-Embedding-0.6B
52,53,18,script-related,Annika verliet de banketbakker. Snel vroeg ze om een,taart,en betaalde meteen.,0.3074112,SE,Qwen/Qwen3-Embedding-0.6B
53,54,18,script-unrelated,Annika ging naar de boetiek. Snel vroeg ze om een,taart,en betaalde meteen.,0.31751698,SE,Qwen/Qwen3-Embedding-0.6B
54,55,19,control,Emil betrad de spa. Na een tijdje kreeg hij een,massage,en genoot ervan.,0.3051331,SE,Qwen/Qwen3-Embedding-0.6B
55,56,19,script-related,Emil verliet de spa. Na een tijdje kreeg hij een,massage,en genoot ervan.,0.2863238,SE,Qwen/Qwen3-Embedding-0.6B
56,57,19,script-unrelated,Emil betrad de apotheek. Na een tijdje kreeg hij een,massage,en genoot ervan.,0.31368542,SE,Qwen/Qwen3-Embedding-0.6B
57,58,20,control,Susanne betrad de manege. Snel legde ze het,zadel,op en reed weg.,0.3317088,SE,Qwen/Qwen3-Embedding-0.6B
58,59,20,script-related,Susanne verliet de manege. Snel legde ze het,zadel,op en reed weg.,0.26829854,SE,Qwen/Qwen3-Embedding-0.6B
59,60,20,script-unrelated,Susanne betrad de badkamer. Snel legde ze het,zadel,op en reed weg.,0.26691595,SE,Qwen/Qwen3-Embedding-0.6B
60,61,21,control,Martin kwam bij de veiligheidscontrole. Vlot opende hij de,koffer,en werd doorgelaten.,0.2966869,SE,Qwen/Qwen3-Embedding-0.6B
61,62,21,script-related,Martin verliet de veiligheidscontrole. Vlot opende hij de,koffer,en werd doorgelaten.,0.2479481,SE,Qwen/Qwen3-Embedding-0.6B
62,63,21,script-unrelated,Martin kwam bij de garage. Vlot opende hij de,koffer,en werd doorgelaten.,0.31273094,SE,Qwen/Qwen3-Embedding-0.6B
63,64,22,control,Jutta ging naar de hotelreceptie. Direct kreeg ze een,kamer,en bedankte vriendelijk.,0.2310153,SE,Qwen/Qwen3-Embedding-0.6B
64,65,22,script-related,Jutta verliet de hotelreceptie. Direct kreeg ze een,kamer,en bedankte vriendelijk.,0.26581064,SE,Qwen/Qwen3-Embedding-0.6B
65,66,22,script-unrelated,Jutta ging naar het postkantoor. Direct kreeg ze een,kamer,en bedankte vriendelijk.,0.21193679,SE,Qwen/Qwen3-Embedding-0.6B
66,67,23,control,Jens ging naar de tandarts. Angstig liep hij naar de,röntgen,en liet zich behandelen.,0.17456704,SE,Qwen/Qwen3-Embedding-0.6B
67,68,23,script-related,Jens verliet de tandarts. Angstig liep hij naar de,röntgen,en liet zich behandelen.,0.18046325,SE,Qwen/Qwen3-Embedding-0.6B
68,69,23,script-unrelated,Jens ging naar de douane. Angstig liep hij naar de,röntgen,en liet zich behandelen.,0.17736627,SE,Qwen/Qwen3-Embedding-0.6B
69,70,24,control,Elena begon te pokeren. Snel zette ze haar,geld,in en won.,0.28029144,SE,Qwen/Qwen3-Embedding-0.6B
70,71,24,script-related,Elena stopte met pokeren. Snel zette ze haar,geld,in en won.,0.27404997,SE,Qwen/Qwen3-Embedding-0.6B
71,72,24,script-unrelated,Elena begon te tekenen. Snel zette ze haar,geld,in en won.,0.22705579,SE,Qwen/Qwen3-Embedding-0.6B
72,73,25,control,Bruno begon zijn vakantie. Eindelijk kwam hij bij de,zee,aan en genoot van het weer.,0.20774207,SE,Qwen/Qwen3-Embedding-0.6B
73,74,25,script-related,Bruno beëindigde zijn vakantie. Eindelijk kwam hij bij de,zee,aan en genoot van het weer.,0.2558304,SE,Qwen/Qwen3-Embedding-0.6B
74,75,25,script-unrelated,Bruno begon zijn filmavond. Eindelijk kwam hij bij de,zee,aan en genoot van het weer.,0.15348814,SE,Qwen/Qwen3-Embedding-0.6B
75,76,26,control,Jana betrad het gemeentehuis. Meteen toonde ze haar,visum,en diende een aanvraag in.,0.22059123,SE,Qwen/Qwen3-Embedding-0.6B
76,77,26,script-related,Jana verliet het gemeentehuis. Meteen toonde ze haar,visum,en diende een aanvraag in.,0.20254305,SE,Qwen/Qwen3-Embedding-0.6B
77,78,26,script-unrelated,Jana betrad het tuincentrum. Meteen toonde ze haar,visum,en diende een aanvraag in.,0.26667306,SE,Qwen/Qwen3-Embedding-0.6B
78,79,27,control,Nico ging naar de kermis. Direct liep hij naar de,botsauto's,en reed een rondje.,0.19910309,SE,Qwen/Qwen3-Embedding-0.6B
79,80,27,script-related,Nico verliet de kermis. Direct liep hij naar de,botsauto's,en reed een rondje.,0.2534205,SE,Qwen/Qwen3-Embedding-0.6B
80,81,27,script-unrelated,Nico ging naar de pizzeria. Direct liep hij naar de,botsauto's,en reed een rondje.,0.22001271,SE,Qwen/Qwen3-Embedding-0.6B
81,82,28,control,Beate ging wandelen. Na een tijdje zag ze een,edelweiss,die ze meteen meenam.,0.31137532,SE,Qwen/Qwen3-Embedding-0.6B
82,83,28,script-related,Beate kwam terug van het wandelen. Na een tijdje zag ze een,edelweiss,die ze meteen meenam.,0.28834262,SE,Qwen/Qwen3-Embedding-0.6B
83,84,28,script-unrelated,Beate ging zwemmen. Na een tijdje zag ze een,edelweiss,die ze meteen meenam.,0.31332764,SE,Qwen/Qwen3-Embedding-0.6B
84,85,29,control,Hubert nam een taxi. Vriendelijk begroette hij de,chauffeur,en noemde zijn bestemming.,0.37583652,SE,Qwen/Qwen3-Embedding-0.6B
85,86,29,script-related,Hubert verliet de taxi. Vriendelijk begroette hij de,chauffeur,en noemde zijn bestemming.,0.31239307,SE,Qwen/Qwen3-Embedding-0.6B
86,87,29,script-unrelated,Hubert nam een vliegtuig. Vriendelijk begroette hij de,chauffeur,en noemde zijn bestemming.,0.28828835,SE,Qwen/Qwen3-Embedding-0.6B
87,88,30,control,Jenni begon te baden. Ze verdeelde meteen het,schuim,over haar lichaam.,0.24377714,SE,Qwen/Qwen3-Embedding-0.6B
88,89,30,script-related,Jenni stopte met baden. Ze verdeelde meteen het,schuim,over haar lichaam.,0.19314894,SE,Qwen/Qwen3-Embedding-0.6B
89,90,30,script-unrelated,Jenni begon de hoorcollege. Ze verdeelde meteen het,schuim,over haar lichaam.,0.31112427,SE,Qwen/Qwen3-Embedding-0.6B
90,91,31,control,Hans betrad de ijshal. Hij trok vlot zijn,schaatsen,aan en ging de baan op.,0.3233984,SE,Qwen/Qwen3-Embedding-0.6B
91,92,31,script-related,Hans verliet de ijshal. Hij trok vlot zijn,schaatsen,aan en ging de baan op.,0.30900592,SE,Qwen/Qwen3-Embedding-0.6B
92,93,31,script-unrelated,Hans betrad de klimhal. Hij trok vlot zijn,schaatsen,aan en ging de baan op.,0.36211514,SE,Qwen/Qwen3-Embedding-0.6B
93,94,32,control,Clara begon te bowlen. Vakkundig behaalde ze een,strike,en won het spel.,0.26248777,SE,Qwen/Qwen3-Embedding-0.6B
94,95,32,script-related,Clara stopte met bowlen. Vakkundig behaalde ze een,strike,en won het spel.,0.3008723,SE,Qwen/Qwen3-Embedding-0.6B
95,96,32,script-unrelated,Clara ging naar de schietbaan. Vakkundig behaalde ze een,strike,en won het spel.,0.2449555,SE,Qwen/Qwen3-Embedding-0.6B
96,97,33,control,Georg nam deel aan een brandweerinzet. Hij gebruikte meteen de,slang,en bluste het vuur.,0.15732029,SE,Qwen/Qwen3-Embedding-0.6B
97,98,33,script-related,Georg beëindigde een brandweerinzet. Hij gebruikte meteen de,slang,en bluste het vuur.,0.15216224,SE,Qwen/Qwen3-Embedding-0.6B
98,99,33,script-unrelated,Georg nam deel aan yoga. Hij gebruikte meteen de,slang,en bluste het vuur.,0.120983,SE,Qwen/Qwen3-Embedding-0.6B
99,100,34,control,Johanna begon de voetbalwedstrijd. Na korte tijd maakte ze een,doelpunt,en juichte luid.,0.3110617,SE,Qwen/Qwen3-Embedding-0.6B
100,101,34,script-related,Johanna beëindigde de voetbalwedstrijd. Na korte tijd maakte ze een,doelpunt,en juichte luid.,0.32508537,SE,Qwen/Qwen3-Embedding-0.6B
101,102,34,script-unrelated,Johanna begon de jacht. Na korte tijd maakte ze een,doelpunt,en juichte luid.,0.3100924,SE,Qwen/Qwen3-Embedding-0.6B
102,103,35,control,Jürgen betrad de slagerij. Hij vroeg meteen om een,steak,en betaalde.,0.22426867,SE,Qwen/Qwen3-Embedding-0.6B
103,104,35,script-related,Jürgen verliet de slagerij. Hij vroeg meteen om een,steak,en betaalde.,0.15546736,SE,Qwen/Qwen3-Embedding-0.6B
104,105,35,script-unrelated,Jürgen betrad de bakkerij. Hij vroeg meteen om een,steak,en betaalde.,0.2781352,SE,Qwen/Qwen3-Embedding-0.6B
105,106,36,control,Frauke betrad de dierentuin. Even later fotografeerde ze een,zebra,die aan het drinken was.,0.2873179,SE,Qwen/Qwen3-Embedding-0.6B
106,107,36,script-related,Frauke verliet de dierentuin. Even later fotografeerde ze een,zebra,die aan het drinken was.,0.2740314,SE,Qwen/Qwen3-Embedding-0.6B
107,108,36,script-unrelated,Frauke ging naar het stadion. Even later fotografeerde ze een,zebra,die aan het drinken was.,0.21096781,SE,Qwen/Qwen3-Embedding-0.6B
108,109,37,control,Bernd betrad de wasserette. Snel koos hij het,wasprogramma,en zette de machine aan.,0.20360175,SE,Qwen/Qwen3-Embedding-0.6B
109,110,37,script-related,Bernd verliet de wasserette. Snel koos hij het,wasprogramma,en zette de machine aan.,0.1637067,SE,Qwen/Qwen3-Embedding-0.6B
110,111,37,script-unrelated,Bernd betrad de kiosk. Snel koos hij het,wasprogramma,en zette de machine aan.,0.20162311,SE,Qwen/Qwen3-Embedding-0.6B
111,112,38,control,Nicole ging naar het circus. Al snel ging ze op de,tribune,zitten en bekeek het spektakel.,0.2017607,SE,Qwen/Qwen3-Embedding-0.6B
112,113,38,script-related,Nicole verliet het circus. Al snel ging ze op de,tribune,zitten en bekeek het spektakel.,0.20327914,SE,Qwen/Qwen3-Embedding-0.6B
113,114,38,script-unrelated,Nicole ging naar het kantoor. Al snel ging ze op de,tribune,zitten en bekeek het spektakel.,0.15845895,SE,Qwen/Qwen3-Embedding-0.6B
114,115,39,control,Viktor ging naar de sauna. Na een tijdje maakte hij een,opgieting,en ging liggen.,0.18743363,SE,Qwen/Qwen3-Embedding-0.6B
115,116,39,script-related,Viktor verliet de sauna. Na een tijdje maakte hij een,opgieting,en ging liggen.,0.16518034,SE,Qwen/Qwen3-Embedding-0.6B
116,117,39,script-unrelated,Viktor ging naar het lab. Na een tijdje maakte hij een,opgieting,en ging liggen.,0.21112406,SE,Qwen/Qwen3-Embedding-0.6B
117,118,40,control,Gabi ging naar de dierenarts. Een moment later vroeg ze de,assistente,om medicijnen.,0.21014413,SE,Qwen/Qwen3-Embedding-0.6B
118,119,40,script-related,Gabi verliet de dierenarts. Een moment later vroeg ze de,assistente,om medicijnen.,0.23418622,SE,Qwen/Qwen3-Embedding-0.6B
119,120,40,script-unrelated,Gabi ging naar de kleedkamer. Een moment later vroeg ze de,assistente,om medicijnen.,0.18356231,SE,Qwen/Qwen3-Embedding-0.6B
120,121,41,control,Jakob betrad de plaats delict. Kort daarna fotografeerde hij de,bloedspatten,en was verbaasd.,0.24956563,SE,Qwen/Qwen3-Embedding-0.6B
121,122,41,script-related,Jakob verliet de plaats delict. Kort daarna fotografeerde hij de,bloedspatten,en was verbaasd.,0.19104737,SE,Qwen/Qwen3-Embedding-0.6B
122,123,41,script-unrelated,Jakob betrad het tankstation. Kort daarna fotografeerde hij de,bloedspatten,en was verbaasd.,0.25412974,SE,Qwen/Qwen3-Embedding-0.6B
123,124,42,control,Peter begon bomen te kappen. Na een tijdje gebruikte hij de,bijl,en raakte gericht de stam.,0.3021093,SE,Qwen/Qwen3-Embedding-0.6B
124,125,42,script-related,Peter stopte met bomen kappen. Na een tijdje gebruikte hij de,bijl,en raakte gericht de stam.,0.25390658,SE,Qwen/Qwen3-Embedding-0.6B
125,126,42,script-unrelated,Peter begon de koets te rijden. Na een tijdje gebruikte hij de,bijl,en raakte gericht de stam.,0.3282398,SE,Qwen/Qwen3-Embedding-0.6B
126,127,43,control,Tom begon een kampvuur. Meteen stapelde hij het,hout,en stak het aan.,0.29262784,SE,Qwen/Qwen3-Embedding-0.6B
127,128,43,script-related,Tom beëindigde het kampvuur. Meteen stapelde hij het,hout,en stak het aan.,0.32150155,SE,Qwen/Qwen3-Embedding-0.6B
128,129,43,script-unrelated,Tom begon ontbijt te maken. Meteen stapelde hij het,hout,en stak het aan.,0.23411109,SE,Qwen/Qwen3-Embedding-0.6B
129,130,44,control,Kim ging naar de kerstmarkt. Kort daarna bereikte hij de,kerstkraampjes,en snuffelde naar cadeaus.,0.25419307,SE,Qwen/Qwen3-Embedding-0.6B
130,131,44,script-related,Kim verliet de kerstmarkt. Kort daarna bereikte hij de,kerstkraampjes,en snuffelde naar cadeaus.,0.26821864,SE,Qwen/Qwen3-Embedding-0.6B
131,132,44,script-unrelated,Kim ging naar het ziekenhuis. Kort daarna bereikte hij de,kerstkraampjes,en snuffelde naar cadeaus.,0.18564047,SE,Qwen/Qwen3-Embedding-0.6B
132,133,45,control,Michael begon zijn lunch te koken. Snel sneed hij de,groenten,en gooide het in de pot.,0.26306197,SE,Qwen/Qwen3-Embedding-0.6B
133,134,45,script-related,Michael was klaar met zijn lunch koken. Snel sneed hij de,groenten,en gooide het in de pot.,0.22671592,SE,Qwen/Qwen3-Embedding-0.6B
134,135,45,script-unrelated,Michael begon een taart te bakken. Snel sneed hij de,groenten,en gooide het in de pot.,0.26878566,SE,Qwen/Qwen3-Embedding-0.6B
135,136,46,control,Johan betrad het appartement. Meteen ging hij op het,bed,zitten en dacht na over de dag.,0.26762688,SE,Qwen/Qwen3-Embedding-0.6B
136,137,46,script-related,Johan verliet het appartement. Meteen ging hij op het,bed,zitten en dacht na over de dag.,0.19358999,SE,Qwen/Qwen3-Embedding-0.6B
137,138,46,script-unrelated,Johan betrad de bioscoop. Meteen ging hij op het,bed,zitten en dacht na over de dag.,0.2412918,SE,Qwen/Qwen3-Embedding-0.6B
138,139,47,control,Sabine betrad de school. Snel liep ze naar het,klaslokaal,en groette de leerlingen.,0.29830247,SE,Qwen/Qwen3-Embedding-0.6B
139,140,47,script-related,Sabine verliet de school. Snel liep ze naar het,klaslokaal,en groette de leerlingen.,0.25592953,SE,Qwen/Qwen3-Embedding-0.6B
140,141,47,script-unrelated,Sabine betrad de boerderij. Snel liep ze naar het,klaslokaal,en groette de leerlingen.,0.22069049,SE,Qwen/Qwen3-Embedding-0.6B
141,142,48,control,Kevin betrad de kerk. Voorzichtig pakte hij een,kaars,en stak hem aan.,0.38346717,SE,Qwen/Qwen3-Embedding-0.6B
142,143,48,script-related,Kevin verliet de kerk. Voorzichtig pakte hij een,kaars,en stak hem aan.,0.27004126,SE,Qwen/Qwen3-Embedding-0.6B
143,144,48,script-unrelated,Kevin betrad de huisartsenpraktijk. Voorzichtig pakte hij een,kaars,en stak hem aan.,0.2842954,SE,Qwen/Qwen3-Embedding-0.6B
144,145,49,control,Susi betrad het verblijf. Nauwkeurig beoordeelde ze het,kalf,en maakte aantekeningen.,0.25290236,SE,Qwen/Qwen3-Embedding-0.6B
145,146,49,script-related,Susi verliet het verblijf. Nauwkeurig beoordeelde ze het,kalf,en maakte aantekeningen.,0.23893736,SE,Qwen/Qwen3-Embedding-0.6B
146,147,49,script-unrelated,Susi betrad de bibliotheek. Nauwkeurig beoordeelde ze het,kalf,en maakte aantekeningen.,0.27513218,SE,Qwen/Qwen3-Embedding-0.6B
147,148,50,control,Thomas betrad de kroeg. Haastig riep hij de,ober,en bestelde een biertje.,0.3190607,SE,Qwen/Qwen3-Embedding-0.6B
148,149,50,script-related,Thomas verliet de kroeg. Haastig riep hij de,ober,en bestelde een biertje.,0.21448426,SE,Qwen/Qwen3-Embedding-0.6B
149,150,50,script-unrelated,Thomas begon spaghetti te koken. Haastig riep hij de,ober,en bestelde een biertje.,0.23632948,SE,Qwen/Qwen3-Embedding-0.6B
150,151,51,control,Lea begon de muren te verven. Ze koos snel een,kwast,uit en begon te verven.,0.24412134,SE,Qwen/Qwen3-Embedding-0.6B
151,152,51,script-related,Lea was klaar met de muren verven. Ze koos snel een,kwast,uit en begon te verven.,0.27435458,SE,Qwen/Qwen3-Embedding-0.6B
152,153,51,script-unrelated,Lea bereikte het theater. Ze koos snel een,kwast,uit en begon te verven.,0.26399004,SE,Qwen/Qwen3-Embedding-0.6B
153,154,52,control,Peter bereikte de supermarkt. Snel kocht hij wat,groenten,om 's avonds te koken.,0.29461014,SE,Qwen/Qwen3-Embedding-0.6B
154,155,52,script-related,Peter verliet de supermarkt. Snel kocht hij wat,groenten,om 's avonds te koken.,0.2933838,SE,Qwen/Qwen3-Embedding-0.6B
155,156,52,script-unrelated,Peter bereikte het station. Snel kocht hij wat,groenten,om 's avonds te koken.,0.25885475,SE,Qwen/Qwen3-Embedding-0.6B
156,157,53,control,Lisa betrad het huis. Kort daarna checkte ze de,koelkast,en zocht iets te eten.,0.2509498,SE,Qwen/Qwen3-Embedding-0.6B
157,158,53,script-related,Lisa verliet het huis. Kort daarna checkte ze de,koelkast,en zocht iets te eten.,0.24912502,SE,Qwen/Qwen3-Embedding-0.6B
158,159,53,script-unrelated,Lisa begon in de sportschool te trainen. Kort daarna checkte ze de,koelkast,en zocht iets te eten.,0.25699818,SE,Qwen/Qwen3-Embedding-0.6B
159,160,54,control,Tim begon zijn rijles. Gejaagd drukte hij op het,gaspedaal,en reed weg.,0.33477253,SE,Qwen/Qwen3-Embedding-0.6B
160,161,54,script-related,Tim beëindigde zijn rijles. Gejaagd drukte hij op het,gaspedaal,en reed weg.,0.33717948,SE,Qwen/Qwen3-Embedding-0.6B
161,162,54,script-unrelated,Tim ging naar het vliegveld. Gejaagd drukte hij op het,gaspedaal,en reed weg.,0.30981657,SE,Qwen/Qwen3-Embedding-0.6B
162,163,55,control,Maria bereikte het winkelcentrum. Meteen begroette ze de,verkoopster,en koos iets uit.,0.30070972,SE,Qwen/Qwen3-Embedding-0.6B
163,164,55,script-related,Maria verliet het winkelcentrum. Meteen begroette ze de,verkoopster,en koos iets uit.,0.32393607,SE,Qwen/Qwen3-Embedding-0.6B
164,165,55,script-unrelated,Maria bereikte het verjaardagsfeest. Meteen begroette ze de,verkoopster,en koos iets uit.,0.20203471,SE,Qwen/Qwen3-Embedding-0.6B
165,166,56,control,Lukas begon het college. Haastig begroette hij zijn,studenten,en begon.,0.3557615,SE,Qwen/Qwen3-Embedding-0.6B
166,167,56,script-related,Lukas beëindigde het college. Haastig begroette hij zijn,studenten,en begon.,0.3489442,SE,Qwen/Qwen3-Embedding-0.6B
